Model;class_name;dist_th;AP;AP_crit
ssn-REGNET;car;2.0;0.756770287325843;0.9937408219106274
ssn-REGNET;truck;2.0;0.0;0.0
ssn-REGNET;bus;2.0;1.0000000000000004;0.977777777777778
ssn-REGNET;trailer;2.0;0.0;0.0
ssn-REGNET;construction_vehicle;2.0;1.0000000000000004;0.9963140093774453
ssn-REGNET;pedestrian;2.0;1.0000000000000004;0.9127288830166704
ssn-REGNET;motorcycle;2.0;0.0;0.0
ssn-REGNET;bicycle;2.0;0.0;0.0
ssn-REGNET;traffic_cone;2.0;0.0;0.0
ssn-REGNET;barrier;2.0;0.4444444444444445;0.4444013756858631
