Model;class_name;dist_th;AP;AP_crit
ssn-REGNET;car;2.0;0.7048575210797433;0.9032545239145473
ssn-REGNET;truck;2.0;0.43827160493827155;0.3333333333333333
ssn-REGNET;bus;2.0;1.0000000000000004;0.9666666666666668
ssn-REGNET;trailer;2.0;0.0;0.0
ssn-REGNET;construction_vehicle;2.0;1.0000000000000004;0.9974441724377504
ssn-REGNET;pedestrian;2.0;1.0000000000000004;0.7791831869342591
ssn-REGNET;motorcycle;2.0;0.0;0.0
ssn-REGNET;bicycle;2.0;0.0;0.0
ssn-REGNET;traffic_cone;2.0;0.0;0.0
ssn-REGNET;barrier;2.0;0.19999999999999998;0.19999999999999998
