Model;class_name;dist_th;AP;AP_crit
ssn-REGNET;car;2.0;0.2555555555555556;0.4553515140143801
ssn-REGNET;truck;2.0;0.9938271604938275;0.9888888888888892
ssn-REGNET;bus;2.0;0.0;0.0
ssn-REGNET;trailer;2.0;1.0000000000000004;0.9555555555555557
ssn-REGNET;construction_vehicle;2.0;0.0;0.0
ssn-REGNET;pedestrian;2.0;0.8111111111111113;0.9471587645126726
ssn-REGNET;motorcycle;2.0;0.0;0.0
ssn-REGNET;bicycle;2.0;0.0;0.0
ssn-REGNET;traffic_cone;2.0;0.0;0.0
ssn-REGNET;barrier;2.0;0.22222222222222224;0.21924606506362218
